ticket_id,ticket_label,ticket_description,category,priority,status,software,clinic_service,created_at,created_by,updated_by,assigned_to,suggested_category,redundancy_type,master_ticket,final_priority_score
TIC-1544,Biopsy photographic files transmitted across public guest network.,Greetings. The digital microscopes are sending unencrypted diagnostic data over the open wifi. We must enforce secure routing protocols immediately please.,Network,Medium,Resolved,CrushVac,Pharmacy,2026-03-06 18:45:00,User_031,IT_User_07,IT_User_07,,,,800
TIC-0770,Pediatric ward visitor log iPad completely disconnected from the network.,The device cannot sync the signed waivers to the cloud database. The local wifi adapter seems entirely dead.,Network,Medium,In Progress,iPadWifi,Pediatrics,2026-02-27 07:15:00,User_042,IT_User_10,IT_User_10,,,,800
TIC-0767,Laboratory reagent inventory tablet cannot connect to the hidden SSID.,"The wireless network name was changed, and the older tablets are failing to authenticate with the new network credentials.",Network,Low,Open,SSIDHidden,Lab,2026-02-27 06:30:00,User_004,IT_User_09,IT_User_09,,,,800
TIC-0795,Physiotherapy clinic laptops experiencing severe wireless network packet latency today.,"The network ping times are over a thousand milliseconds, making the cloud-based patient documentation software completely unusable for the therapists.",Network,High,Open,PingSpike,Physiotherapy,2026-02-27 13:30:00,User_055,IT_User_02,IT_User_02,,,,800
TIC-0792,Kitchen meal ordering terminal dropping network connection due to IP conflict.,Another device on the network was statically assigned the same IP address as the main kitchen terminal. Resolve the conflict.,Network,Medium,Open,IPConflict,Kitchen,2026-02-27 12:45:00,User_042,IT_User_03,IT_User_03,,,,800
TIC-1202,Dialysis patient entertainment televisions drop all wireless internet connections.,"Hello, the media screens are totally blank. The localized access point in the clinic ceiling seems to have failed.",Access,High,In Progress,ShareDoc,Cardiology,2026-03-03 19:15:00,User_015,IT_User_07,IT_User_07,Network,,,800
TIC-0786,Admissions portal firewall blocking access to the national identity database.,We cannot verify patient identification numbers because our outgoing traffic to the government server is being dropped silently.,Network,High,In Progress,GovWall,Admissions,2026-02-27 11:15:00,User_014,IT_User_04,IT_User_04,,,,800
TIC-0783,Pharmacy compounding robot loses network connection during sterile mixing process.,"The machine halts entirely when the connection drops, forcing us to discard partially mixed intravenous bags to ensure safety.",Network,Critical,Open,RobotNet,Pharmacy,2026-02-27 10:30:00,User_099,IT_User_05,IT_User_05,,,,800
TIC-0806,Intensive care ventilator telemetry drops from the central dashboard.,Respiratory rates are no longer visible at the nursing station. The localized network switch appears entirely unresponsive.,Network,Critical,Open,VentDash,ICU,2026-02-27 16:15:00,User_071,IT_User_09,IT_User_09,,,,800
TIC-1188,Operating room supply cabinet loses connection to main server.,"Hello, the automated dispenser cannot verify inventory levels because the local ethernet port seems entirely dead. Please check switches.",Network,Medium,Open,EthJack,Lab,2026-03-03 15:45:00,User_031,IT_User_06,IT_User_06,,,,800
TIC-1213,Remote telemetry observation station drops server connection constantly.,"Greetings, the nursing desk cannot see the wireless heart rhythms. Reboot the localized network switch quickly please.",Network,Low,Open,DietWifi,Kitchen,2026-03-03 22:00:00,User_049,IT_User_05,IT_User_05,,,,800
TIC-1206,Emergency triage barcode scanners cannot reach the database.,"Greetings, the handheld readers flash red and drop the wifi. We cannot identify arriving patients digitally today.",Network,High,Open,NetSwitch,ICU,2026-03-03 20:15:00,User_071,IT_User_09,IT_User_09,,,,800
TIC-0773,Warehouse inventory database firewall rules blocking remote vendor support connections.,The support engineers cannot remote into the server to fix a software bug because our firewall drops their IP.,Network,Medium,Resolved,VendorWall,Stock,2026-02-27 08:00:00,User_055,IT_User_05,IT_User_05,,,,800
TIC-1510,Advanced diagnostic workstation displays a fatal memory dump.,"Dear team, the imaging computer crashed to a blue screen while rendering a complex 3D bone structure. Please reboot it remotely.",Network,Medium,In Progress,ScalpCool,Oncology,2026-03-06 10:15:00,User_034,IT_User_10,IT_User_10,,,,800
TIC-1506,Triage intake laptops exhibit zero wireless network connectivity.,Good morning IT. The roaming devices in the emergency bay cannot find the hospital intranet. We are registering trauma injuries using clipboards.,Network,Critical,In Progress,BrainCap,ICU,2026-03-06 09:15:00,User_071,IT_User_09,IT_User_09,,,,800
TIC-0954,Infant security ankle tag receiver antennas drop network connection.,The system cannot detect if a baby is moved near the exit doors because the ceiling routers died.,Network,Critical,In Progress,BabyNet,Pediatrics,2026-03-01 05:15:00,User_034,IT_User_07,IT_User_07,,,,800
TIC-0962,Commercial walk in freezer temperature logs stop recording overnight.,"The wireless thermometer sensors lost connection to the server, ruining our mandatory food safety compliance audit trail completely.",Network,High,Resolved,FreezerNet,Kitchen,2026-03-01 07:15:00,User_027,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-0962,800
TIC-0985,Clinic waiting room guest wifi bypasses hospital content filters.,The dialysis patients are accessing heavily restricted internet sites because the gateway proxy completely failed on this subnet.,Network,Low,Open,GuestFilter,Dialysis,2026-03-01 13:00:00,User_051,IT_User_02,IT_User_02,,,,800
TIC-1724,Intravenous compounding software drops local area network connection continuously.,"Good morning, the application cannot ping the server. The digital formulas are completely unavailable for the mixing technicians today.",Network,High,Open,MixNet,Pharmacy,2026-03-10 16:30:00,User_051,IT_User_08,IT_User_08,,Doublon Exact,TIC-1724,800
TIC-0431,National health insurance API connection is timing out consistently for the last hour.,We cannot verify if anyone has active financial coverage. The external network request just spins indefinitely. Check if our firewall is blocking outbound traffic to government servers.,Network,High,Open,InsureAPI,Admissions,2026-02-23 18:30:00,User_093,IT_User_01,IT_User_01,,,,800
TIC-1714,Cardiology teleconference application drops the digital audio feed continuously.,"Good morning, the network routing protocol is terminating the voice packets. Remote consultations with patients are completely impossible today.",Network,High,Resolved,TeleCardio,Cardiology,2026-03-10 14:00:00,User_093,IT_User_06,IT_User_06,,Doublon Exact,TIC-1714,800
TIC-1737,Insurance verification API integration drops the secure network connection.,"Greetings, the digital handshake with the national database fails constantly. We cannot verify patient financial coverage securely today completely.",Network,High,Open,VerifyAPI,Admissions,2026-03-10 19:45:00,User_034,IT_User_03,IT_User_03,,Doublon Exact,TIC-1737,800
TIC-1729,Mammography digital image transfer protocol times out over VPN.,"Good morning, remote radiologists cannot download the files. The virtual private network bandwidth is severely throttled and dropping packets.",Network,High,Open,MammoVPN,Radiology,2026-03-10 17:45:00,User_062,IT_User_07,IT_User_07,,Doublon Exact,TIC-1729,800
TIC-1754,Tumor registry export tool drops the network connection continuously.,"Good morning, the large digital files timeout during transfer. We cannot submit the mandatory clinical statistics to the government.",Network,High,Open,TumorNet,Oncology,2026-03-11 00:00:00,User_015,IT_User_08,IT_User_08,,Doublon Exact,TIC-1754,800
TIC-0426,Central continuous monitoring station is dropping the heart rate telemetry completely.,We keep losing the electrocardiogram signals for our most unstable patients. The wireless antennas in the ceiling might be failing. We need network engineers immediately upstairs.,Network,Critical,Open,ICUMon,ICU,2026-02-23 17:15:00,User_042,IT_User_04,IT_User_04,,,,800
TIC-0404,Bluetooth connection between the defibrillator and central monitoring dropped completely.,"During a severe cardiac arrest, we lost remote visibility of the heart rhythm. The resuscitation team had to crowd the bed. This network failure is terrifying.",Network,High,Resolved,DefibSync,ER,2026-02-23 11:45:00,User_023,IT_User_05,IT_User_05,,,,800
TIC-0944,Transcranial doppler ultrasound cart loses connection to the server.,The wireless adapter on the diagnostic machine is dead. Technicians cannot upload vital cerebral blood flow velocity scans.,Network,High,In Progress,DopplerNet,Neurology,2026-03-01 02:45:00,User_031,IT_User_07,IT_User_07,,,,800
TIC-1748,Stroke alert mobile application drops push notifications entirely randomly.,"Hi IT, the digital routing logic is failing. Neurologists are not receiving the urgent electronic alerts for incoming emergencies.",Network,Critical,Resolved,StrokePush,Neurology,2026-03-10 22:30:00,User_088,IT_User_05,IT_User_05,,Doublon Exact,TIC-1748,800
TIC-1777,Automated exit barrier software network module drops IP addresses.,"Greetings, the payment system loses internet connectivity entirely. It cannot digitally verify credit card transactions with the external banks.",Network,Critical,Open,ExitNet,Car park,2026-03-11 05:45:00,User_071,IT_User_03,IT_User_03,,Doublon Exact,TIC-1777,800
TIC-0443,Stroke protocol automated text alerts are being delayed by several hours.,"The urgent code stroke message arrived on our phones two hours after the patient was admitted. In stroke care, this delay is catastrophic. Check the SMS gateway.",Network,Critical,Open,StrokeAlert,Neurology,2026-02-23 21:30:00,User_088,IT_User_05,IT_User_05,,,,800
TIC-1802,Telehealth video consultation portal drops the digital audio streams.,"Greetings, the network router terminates the voice packets entirely. Doctors cannot hear their remote patients during the online sessions.",Network,High,Open,TeleDrop,Outpatient Clinic,2026-03-11 12:00:00,User_093,IT_User_09,IT_User_09,,Doublon Exact,TIC-1802,800
TIC-1537,Lobby computer infected with an aggressive browser hijacker.,Good morning. Random popups are flooding the screen and the homepage was altered maliciously. We need an immediate antivirus wipe conducted.,Bug,Critical,Open,LeakDetect,Dialysis,2026-03-06 17:00:00,User_076,IT_User_09,IT_User_09,,,,650
TIC-0461,Dietary management system is ignoring severe peanut allergy flags on patient trays.,The software printed a ticket for a peanut butter sandwich for a patient with a known anaphylactic allergy. This bug could literally kill someone. Fix it immediately.,Bug,Critical,Open,DietSafe,Kitchen,2026-02-24 02:00:00,User_099,IT_User_01,IT_User_01,,Similarité Sémantique,TIC-0461,600
TIC-0439,Mass spectrometer exhaust ventilation software is showing a critical failure warning.,"If the ventilation actually fails, the lab will fill with highly toxic chemical fumes. We evacuated the room as a precaution. Send a technician to verify sensors.",Error,Critical,Open,VentControl,Lab,2026-02-23 20:30:00,User_099,IT_User_08,IT_User_08,,,,600
TIC-0456,Main hospital switchboard software is routing emergency internal calls to the cafeteria.,"When a doctor dials the code blue line, it rings the kitchen staff. This telephony routing error is incredibly dangerous for rapid response teams. Fix the PBX.",Software,Critical,Open,PBXRoute,Reception,2026-02-24 00:45:00,User_082,IT_User_04,IT_User_04,,,,600
TIC-0787,Laboratory chemical analyzer requires a physical key card for access.,"The smart card reader is broken, and the technicians cannot log into the machine to process the urgent blood samples.",Access,Critical,Open,SmartKey,Lab,2026-02-27 11:30:00,User_088,IT_User_09,IT_User_09,,,,600
TIC-1208,Night shift doctors locked out of blood bank.,"Good evening, the system rejects our emergency override credentials. We need immediate access to O-negative units securely.",Bug,Critical,Open,SortBot,Lab,2026-03-03 20:45:00,User_012,IT_User_08,IT_User_08,,,,600
TIC-1772,Warehouse inventory database API throws a fatal timeout exception.,"Greetings, the digital integration with our suppliers is down. We cannot electronically transmit the daily bulk medical purchase orders.",Error,Critical,Open,StockAPI,Stock,2026-03-11 04:30:00,User_004,IT_User_09,IT_User_09,,Doublon Exact,TIC-1772,600
TIC-0411,Robotic surgical arm calibration software freezes during the required initialization sequence.,"We have an anesthetized patient waiting on the table, but the control console simply locked up. The lead surgeon is furious. Send emergency support right away.",Bug,Critical,Open,RoboArm,Surgery,2026-02-23 13:30:00,User_067,IT_User_01,IT_User_01,,,,600
TIC-0920,Pharmacy automated dispensing cabinet robotic arm motor overheats frequently.,"The machine halts operations to cool down, causing severe delays in delivering urgent intensive care unit medications.",Bug,Critical,Open,RobotDispense,Pharmacy,2026-02-28 20:45:00,User_014,IT_User_10,IT_User_10,,,,600
TIC-1012,Anesthesia gas mixer interface shows a catastrophic system failure.,"The digital screen went black, leaving us relying entirely on manual backup dials. This equipment requires urgent replacement.",Error,Critical,Open,GasMix,Surgery,2026-03-01 19:45:00,User_082,IT_User_03,IT_User_03,,,,600
TIC-1007,Triage symptom checker algorithm recommends discharge for severe trauma.,"The clinical logic is corrupted, scoring critical internal bleeding as a minor injury. Roll back this dangerous update.",Software,Critical,Open,TriageLogic,ER,2026-03-01 18:30:00,User_055,IT_User_04,IT_User_04,,,,600
TIC-1311,Intensive care continuous brain wave monitoring cap drops bluetooth.,"Hello, the wireless skull cap disconnects continuously. We are losing critical seizure activity data for the comatose patient.",Error,Critical,Open,AnesthSys,Surgery,2026-03-04 22:30:00,User_067,IT_User_01,IT_User_01,,,,600
TIC-1407,Emergency room portable tablet drops clinical wireless connection entirely.,"Good morning, the roaming computers disconnect near trauma bay four constantly. We lose access to incoming patient charts.",Software,Critical,Open,HeartPredict,Cardiology,2026-03-04 22:15:00,User_047,IT_User_10,IT_User_10,,,,600
TIC-1372,Admissions patient photograph capture camera produces completely inverted images.,"Good morning, the driver update flipped the video feed entirely. The security badges print with upside down faces.",Network,Critical,Open,BaseCam,Car park,2026-03-05 13:45:00,User_071,IT_User_03,IT_User_03,Bug,,,600
TIC-0504,Treadmill stress test emergency stop button software is completely unresponsive today.,"If a patient collapses, the digital halt command does nothing. We are forced to rely entirely on the physical power switch, which is highly unsafe.",Software,Critical,Open,TreadSafe,Cardiology,2026-02-24 12:45:00,User_023,IT_User_05,IT_User_05,,,,600
TIC-1301,Clinic manager locked out of the patient billing dispute module.,"Hello team, her account permissions were inexplicably downgraded overnight. She cannot process the pending financial refunds for patients.",Network,Critical,Open,ScanTool,ER,2026-03-04 20:00:00,User_042,IT_User_03,IT_User_03,Access,Similarité Sémantique,TIC-1301,600
TIC-0742,Anesthesiologist temporary account expired prematurely during a long surgery.,The system kicked the doctor out of the charting software mid-operation. Extend the temporary access token validity immediately.,Access,Critical,Open,TempAuth,Surgery,2026-02-27 00:15:00,User_014,IT_User_03,IT_User_03,,,,600
TIC-1270,Automated grocery ordering script purchases expired meat products constantly.,"Dear IT, the vendor API integration is selecting the wrong database column. Cancel the massive incoming delivery immediately.",Software,Critical,Open,ChemoCal,Oncology,2026-03-04 12:15:00,User_042,IT_User_10,IT_User_10,,,,600
TIC-0845,Radiology viewing room diagnostic monitor power supply is emitting smoke.,The heavy workstation screen started burning and shut down. We have isolated the electrical circuit for safety reasons.,Support,Critical,Open,PowerSupply,Radiology,2026-02-28 02:00:00,User_004,IT_User_02,IT_User_02,,,,600
TIC-1218,Laparoscopic surgical camera lens completely shattered during sterilization.,"Greetings, the delicate optical equipment broke in the autoclave. We urgently need a replacement camera wand today.",Support,Critical,Open,IncubatorFix,Maternity,2026-03-03 23:15:00,User_027,IT_User_06,IT_User_06,,,,600
TIC-0523,Radiology scheduling software permits booking MRI appointments for patients with pacemakers.,The safety questionnaire logic is completely broken and ignoring lethal contraindications. A patient was almost placed into the magnetic field today. Fix this screening flaw immediately.,Software,Critical,Open,RadSched,Radiology,2026-02-24 17:30:00,User_004,IT_User_05,IT_User_05,,,,600
TIC-0838,Maternity ward epidural pump software ignores maximum dosage safety limits.,The programming interface allows us to input lethal quantities without generating a hard stop warning. Investigate immediately.,Bug,Critical,Open,PumpLimit,Maternity,2026-02-28 00:15:00,User_008,IT_User_06,IT_User_06,,,,600
TIC-1244,Blood bank crossmatch software throws a catastrophic SQL server exception.,"Good morning, the database crashed while matching trauma blood. We are reverting to manual emergency release protocols immediately.",Access,Critical,Open,VaultBio,Pharmacy,2026-03-04 05:45:00,User_031,IT_User_07,IT_User_07,,,,600
TIC-0756,Dialysis patient database access locked due to suspicious activity flags.,The system locked down automatically after detecting multiple rapid data exports. We need to verify if this is legitimate.,Access,High,Open,DBLock,Dialysis,2026-02-27 03:45:00,User_082,IT_User_04,IT_User_04,,,,600
TIC-0526,Continuous renal replacement therapy machine software displays a fatal pressure error.,"The dialysis process is completely halted for a critically ill patient. The physical pressure is normal, but the digital sensor forces a hard machine shutdown automatically.",Error,Critical,Open,CRRTSafe,ICU,2026-02-24 18:15:00,User_042,IT_User_04,IT_User_04,,,,600
TIC-1571,Critical care attending physician locked out of charts.,"Dear IT, her electronic medical record profile was disabled erroneously. She cannot prescribe medications for the patients on life support currently.",Access,Critical,Open,FormulaLock,Pediatrics,2026-03-07 01:30:00,User_015,IT_User_01,IT_User_01,,,,600
TIC-0540,Blood bank inventory database denies access to the emergency release protocols.,The uncrossmatched trauma blood cannot be digitally signed out because the system demands an override code that was changed without notifying the laboratory technicians. We are blocked.,Access,Critical,Open,BankRelease,Lab,2026-02-24 21:45:00,User_027,IT_User_10,IT_User_10,,,,600
TIC-1437,Insurance verification clerk clicked a suspicious email phishing link.,"Hi IT, she entered her domain credentials into a fake website. Please isolate her machine and reset passwords.",Support,High,Open,SpinLatch,Lab,2026-03-05 06:45:00,User_021,IT_User_07,IT_User_07,,,,600
TIC-0910,Pacemaker database exposes patient social security numbers to staff.,The application fails to mask sensitive identifiers on the main search screen. This is a critical privacy breach.,Access,Critical,Open,PaceData,Cardiology,2026-02-28 18:15:00,User_034,IT_User_10,IT_User_10,,,,600
TIC-0938,Blood bank inventory database shows zero universal donor units.,The software failed to log the massive morning delivery. The database thinks we have no emergency trauma blood.,Software,Critical,Open,BloodTrack,Lab,2026-03-01 01:15:00,User_008,IT_User_06,IT_User_06,Error,,,600
TIC-0408,Cardiac stress test treadmill software lost connection to the speed controller.,The machine ignored the shutdown command and kept accelerating while an elderly patient was walking. We had to pull the emergency physical plug from the wall.,Software,Critical,Open,TreadSync,Cardiology,2026-02-23 12:45:00,User_012,IT_User_08,IT_User_08,,,,600
TIC-0405,Ambulance bay secure access doors are jammed shut and will not open.,"Paramedics cannot bring stretchers into the trauma center quickly. They must detour through the main waiting room, completely violating privacy and wasting crucial saving time.",Support,Critical,Open,DoorSec,ER,2026-02-23 12:00:00,User_004,IT_User_02,IT_User_02,,,,550
TIC-0420,Drug interaction database allows prescribing lethal combinations without generating any warnings.,"A doctor prescribed two medications that cause fatal bleeding when mixed, and the system stayed totally silent. This safety net failure is incredibly dangerous for patients.",Error,Critical,Open,DrugAlert,Pharmacy,2026-02-23 15:45:00,User_014,IT_User_10,IT_User_10,,,,550
TIC-0936,Hematology automated slide stainer applies incorrect chemical dye volumes.,"The robotic pump is miscalibrated, destroying the blood smears completely. Pathologists cannot diagnose leukemia without these physical slides.",Bug,Critical,Open,SlideStain,Lab,2026-03-01 00:45:00,User_019,IT_User_04,IT_User_04,,,,550
TIC-0449,Bone marrow transplant sterile room pressure monitor shows a dangerous negative value.,The room is supposed to maintain positive pressure to keep airborne infections out. The digital sensor says it is sucking air in. Verify if the sensor broke.,Error,Critical,Open,PressMon,Oncology,2026-02-23 23:00:00,User_015,IT_User_08,IT_User_08,,,,550
TIC-0961,Patient meal ordering application allows unlimited high sugar desserts.,"The diabetic safety constraints failed in the latest software update, putting our specialized diet patients at severe risk.",Software,Critical,Open,DietApp,Kitchen,2026-03-01 07:00:00,User_099,IT_User_01,IT_User_01,,,,550
TIC-0986,Central fetal monitoring dashboard displays entirely garbled graphical data.,"The heart rate tracings are visually corrupted, making it impossible to detect if a baby is in distress.",Bug,Critical,Open,FetalGraph,Maternity,2026-03-01 13:15:00,User_014,IT_User_04,IT_User_04,,Similarité Sémantique,TIC-0986,550
TIC-0912,Operating room ventilation monitor reports falsely low air exchanges.,"The digital sensor is broken. If the air is stagnant, we face a massive surgical infection risk.",Error,Critical,Open,VentCheck,Surgery,2026-02-28 18:45:00,User_082,IT_User_03,IT_User_03,,,,550
TIC-1531,Life support infusion pump software locks up totally.,"Dear IT, the digital interface froze solid. The physical pump continues to work, but we cannot adjust the medication drip rate.",Access,Critical,Open,CrashLock,Pediatrics,2026-03-06 15:30:00,User_093,IT_User_01,IT_User_01,Bug,,,550
TIC-1722,Drug interaction software completely ignores severe allergy warning flags.,"Greetings, the algorithmic safety net is broken. The application permits prescribing lethal combinations without triggering the mandatory digital alerts.",Software,Critical,Open,DrugAlert,Pharmacy,2026-03-10 16:00:00,User_099,IT_User_09,IT_User_09,,Doublon Exact,TIC-1722,550
TIC-0516,Automated pill packaging robot drops capsules onto the floor completely randomly.,The mechanical dispensing arm is misaligned and missing the plastic pouches entirely. We are losing expensive medications and contaminating the sterile pharmacy workspace constantly today.,Support,Critical,Open,PillBot,Pharmacy,2026-02-24 15:45:00,User_008,IT_User_04,IT_User_04,,,,550
TIC-1205,Outpatient receptionist denied access to the patient scheduling calendar.,"Hi team, the newly hired clerk lacks the active directory permissions to book upcoming doctor appointments. Please update roles.",Error,Critical,Open,MRICool,Radiology,2026-03-03 20:00:00,User_004,IT_User_02,IT_User_02,,,,550
TIC-1519,Supply forecasting engine deletes upcoming expected delivery dates.,Greetings. The application is purging the arrival times for our medical inventory. We have no idea when new syringes are arriving.,Bug,Critical,Open,BoneDecalc,Pathology,2026-03-06 12:30:00,User_051,IT_User_08,IT_User_08,,,,550
TIC-0946,Linear accelerator radiation treatment console freezes during safety checks.,The machine halts the entire daily treatment schedule because the software crashes while verifying the heavy lead doors.,Error,Critical,Open,LinacCheck,Oncology,2026-03-01 03:15:00,User_062,IT_User_04,IT_User_04,,,,550
TIC-0423,The main CT scanner motorized table refuses to slide into the tube.,The electric motor is whining loudly but the table won't move an inch. We have a suspected stroke victim waiting. Send the biomedical equipment repair team.,Support,Critical,Open,CTMove,Radiology,2026-02-23 16:30:00,User_004,IT_User_05,IT_User_05,,,,550
TIC-0444,Electromyography machine is delivering painfully strong shocks due to a software glitch.,The calibration module ignored the inputted settings and delivered a maximum intensity electrical shock. The patient was terrified. Confiscate this device and run a full diagnostic.,Error,Critical,Open,EMGControl,Neurology,2026-02-23 21:45:00,User_031,IT_User_07,IT_User_07,,,,550
TIC-0948,Oncology pharmacy software calculates incorrect body surface area metrics.,"The math logic is broken, which could lead to prescribing lethal doses of highly toxic cancer fighting medications.",Software,Critical,Open,OncoMath,Oncology,2026-03-01 03:45:00,User_042,IT_User_06,IT_User_06,,,,550
TIC-0403,Poison control database API is throwing a massive timeout exception today.,"A toddler swallowed unknown pills, and our primary toxicology lookup tool is completely dead. We are frantically calling the national hotline instead. Restore this server!",Error,Critical,Open,ToxCheck,ER,2026-02-23 11:30:00,User_088,IT_User_01,IT_User_01,,,,550
TIC-0591,Automated tissue staining machine robotic arm completely misses the chemical fluid baths.,The mechanical arm is misaligned by two inches and is dropping valuable biopsy slides entirely onto the counter. The calibration file in the software is completely corrupted and broken.,Bug,Critical,Open,StainBot,Pathology,2026-02-25 10:30:00,User_023,IT_User_01,IT_User_01,,,,550
TIC-1794,Epidural medication dosage calculator applies incorrect mathematical conversion factors.,"Good morning, the software logic is severely flawed. The digital application is recommending dangerous flow rates for laboring mothers.",Software,Critical,Open,EpiMath,Maternity,2026-03-11 10:00:00,User_004,IT_User_08,IT_User_08,,Doublon Exact,TIC-1794,550
TIC-0885,Radiology department secure dictation server suffers a fatal kernel panic.,The primary server hosting all our voice transcriptions crashed completely and is stuck in a continuous reboot loop.,Error,Critical,Open,KernelCrash,Radiology,2026-02-28 12:00:00,User_051,IT_User_02,IT_User_02,,,,550
TIC-1257,Infant abduction alarm system disabled by an unauthorized external IP.,"Hi IT, someone from outside the hospital logged into the security console. We are completely locking down doors.",Bug,Critical,Resolved,WeightDrop,Dialysis,2026-03-04 09:00:00,User_049,IT_User_09,IT_User_09,,,,550
TIC-1511,Bedside vital signs monitor display glass is shattered.,Hello IT. A heavy IV pole tipped over and smashed the digital screen. The equipment is hazardous and must be swapped.,Software,Critical,Open,VeinFind,Pediatrics,2026-03-06 10:30:00,User_067,IT_User_01,IT_User_01,,,,550
TIC-0551,Neonatal intensive care unit incubator humidity sensor reads exactly zero percent.,"The physical water reservoir is full, but the digital controller is refusing to humidify the air for the premature infant. This hardware failure puts the baby at severe risk.",Support,Critical,Open,HumidSens,Pediatrics,2026-02-25 00:30:00,User_055,IT_User_01,IT_User_01,Error,,,550
TIC-1470,Menu planning database randomly substitutes pork for vegetarian requests.,"Dear team, the database mapping is completely scrambled. This software flaw violates severe religious and ethical dietary restrictions.",Bug,Critical,Open,AutoSyringe,Stock,2026-03-05 15:00:00,User_006,IT_User_06,IT_User_06,,,,550
TIC-1201,Aquatic therapy pool chemical controller throws a hardware exception.,"Hi there, the digital monitor crashed. We cannot verify the chlorine levels safely before allowing patients into the water.",Bug,Critical,Open,TrackGPS,ER,2026-03-03 19:00:00,User_042,IT_User_03,IT_User_03,,Similarité Sémantique,TIC-1201,550
TIC-0511,Anesthesia gas mixture monitoring interface displays a completely blank white screen.,"The anesthesiologist cannot verify the ratio of oxygen to nitrous oxide being delivered. The physical dials work, but the digital safety backup is totally useless right now.",Error,Critical,Open,GasMixer,Surgery,2026-02-24 14:30:00,User_067,IT_User_01,IT_User_01,,,,550
TIC-0528,Intracranial pressure monitoring module refuses to sync with the bedside dashboard.,"The physical probe in the patient's brain is working, but the digital interface box is dead. We cannot see the pressure trends necessary to prevent brain damage.",Support,Critical,Open,BrainPress,ICU,2026-02-24 18:45:00,User_071,IT_User_06,IT_User_06,,,,550
TIC-0825,Radiology mammography machine software update failed and corrupted drivers.,The compression plates refuse to move because the control software cannot communicate with the physical hardware anymore.,Bug,Critical,Open,MammoOS,Radiology,2026-02-27 21:00:00,User_023,IT_User_02,IT_User_02,,,,550
TIC-0565,Food allergy screening application crashes when multiple severe allergies are selected.,"If a patient is allergic to both soy and dairy, the system force-closes entirely instead of generating a safe menu. This software bug is incredibly dangerous for complex patients.",Software,Critical,Open,AllergyCrash,Kitchen,2026-02-25 04:00:00,User_088,IT_User_02,IT_User_02,,,,550
TIC-1340,Car park disabled space occupancy sensors flash entirely red.,"Hi there, the software falsely reports all handicapped spaces as occupied. Disabled patients are struggling to find parking.",Software,Critical,Open,HemaRound,Lab,2026-03-05 05:45:00,User_027,IT_User_10,IT_User_10,,,,550
TIC-1589,Pneumatic tube delivery system loses central network routing.,Greetings. The capsules are not moving because the central command server cannot communicate with the physical vacuum stations across the hospital.,Software,Critical,Open,MagPulse,Neurology,2026-03-07 06:00:00,User_004,IT_User_08,IT_User_08,,,,550
TIC-1298,Tissue slide scanner software stitches high resolution images entirely incorrectly.,"Greetings, the rendering engine misaligns the cellular structures. This optical distortion ruins our ability to perform accurate diagnostics.",Software,Critical,Open,GuardFail,Maternity,2026-03-04 19:15:00,User_034,IT_User_06,IT_User_06,Support,Similarité Sémantique,TIC-1298,550
TIC-1583,Newborn hearing screening software deletes data upon completion.,Hi there. The application runs the test perfectly but erases the results instantly when the nurse attempts to save the file.,Network,Critical,Open,OrganTemp,Surgery,2026-03-07 04:30:00,User_099,IT_User_05,IT_User_05,Bug,Similarité Sémantique,TIC-1583,550
TIC-0508,Triage symptom assessment algorithm completely bypasses severe chest pain warning flags.,A patient presenting with classic heart attack signs was assigned a low priority score. This dangerous logic flaw requires an immediate software rollback to prevent fatalities.,Software,Critical,Open,TriageLogic,ER,2026-02-24 13:45:00,User_012,IT_User_08,IT_User_08,,,,550
TIC-1130,Radiologist dictation pedal usb cable severed by rolling chair.,"Greetings, the hardware is completely destroyed. The doctor cannot transcribe the morning brain scans without a replacement foot pedal.",Bug,Critical,Open,HoodAlarm,Oncology,2026-03-03 01:15:00,User_012,IT_User_10,IT_User_10,,,,550
TIC-1125,Telehealth consultation video stream disconnects after exactly five minutes.,"Hello, the router firewall seems to be terminating the connections automatically. Doctors cannot complete remote patient interviews at all.",Bug,Critical,Open,MammoOS,Radiology,2026-03-03 00:00:00,User_023,IT_User_02,IT_User_02,,,,550
TIC-0873,Kitchen food allergy database fails to flag severe shellfish allergies.,The warning system is broken. It permitted the kitchen to serve shrimp to a patient with known anaphylaxis.,Software,Critical,Open,AllergyFail,Kitchen,2026-02-28 09:00:00,User_055,IT_User_05,IT_User_05,Access,,,550
TIC-1465,Visitor log web application crashes when exporting daily reports.,"Dear team, the system throws a java exception when we try to generate the mandatory security audit spreadsheets.",Software,Critical,Open,MeatOrder,Kitchen,2026-03-05 13:45:00,User_011,IT_User_04,IT_User_04,Error,,,550
TIC-1440,Visitor identification photo camera lens is physically scratched deeply.,"Dear team, every printed security badge has a massive blur across the face. We need a replacement webcam.",Software,Critical,Open,HemaRound,Lab,2026-03-05 07:30:00,User_002,IT_User_06,IT_User_06,,,,550
TIC-0545,Stroke protocol rapid imaging viewer is missing the crucial perfusion maps.,"The software successfully loads the basic scans, but the advanced color maps showing brain tissue viability are simply absent. We cannot make decisions about clot-busting drugs without this.",Error,Critical,Open,StrokeView,Neurology,2026-02-24 23:00:00,User_004,IT_User_02,IT_User_02,,,,550
